facility_id,facility_name,line_name,station_code,station_name,station_number,data_date,direction,exit_number_or_inside,start_floor_type,start_floor,start_floor_detail,end_floor_type,end_floor,end_floor_detail,width_mm,operating_status
1126670,승강기)에스컬레이터-오금 2번출구 15호기,3호선,0342,오금,352,20210527,상행,2,지하,B1,2번 출입구,지상,1,2번 출입구,1200,M
1041506,승강기)에스컬레이터-고속터미널 내부 21호기,3호선,0329,고속터미널,339,20210527,하행,내부,지하,B1,환승통로(경부선 방면),지하,B2,환승통로(경부선 방면),1200,M
1041507,승강기)에스컬레이터-고속터미널 내부 22호기,3호선,0329,고속터미널,339,20210527,상행,내부,지하,B2,환승통로(경부선 방면),지하,B1,환승통로(경부선 방면),1200,M
1041508,승강기)에스컬레이터-고속터미널 내부 23호기,3호선,0329,고속터미널,339,20210527,하행,내부,지하,B1,환승통로(경부선 방면),지하,B2,환승통로(경부선 방면),1200,M
1127054,승강기)에스컬레이터-신사 5번출구 하행3,3호선,0327,신사,337,20210527,하행,5,지상,1,5번 출입구,지하,B1,5번 출입구,1200,M
1041509,승강기)에스컬레이터-고속터미널 내부 24호기,3호선,0329,고속터미널,339,20210527,상행,내부,지하,B2,환승통로(경부선 방면),지하,B1,환승통로(경부선 방면),1200,M
1127055,승강기)에스컬레이터-신사 5번출구 상행4,3호선,0327,신사,337,20210527,상행,5,지하,B1,5번 출입구,지상,1,5번 출입구,1200,M
1041524,승강기)에스컬레이터-독립문 내부 1호기,3호선,0316,독립문,326,20210527,하행,내부,지하,B2,"무악재 방면4-4, 경복궁 방면7-1",지하,B3,"무악재 방면4-4, 경복궁 방면7-1",1200,M
1127056,승강기)에스컬레이터-신사 5번출구 하행5,3호선,0327,신사,337,20210527,하행,5,지상,1,5번 출입구,지하,B1,5번 출입구,1200,M
1041525,승강기)에스컬레이터-독립문 내부 2호기,3호선,0316,독립문,326,20210527,하행,내부,지하,B2,"무악재 방면7-4, 경복궁 방면4-1",지하,B3,"무악재 방면7-4, 경복궁 방면4-1",1200,M
1127057,승강기)에스컬레이터-신사 5번출구 상행6,3호선,0327,신사,337,20210527,상행,5,지하,B1,5번 출입구,지상,1,5번 출입구,1200,M
1041528,승강기)에스컬레이터-불광(3) 5번출구 하행1,3호선,0312,불광,322,20210527,하행,5,지상,1,5번 출입구,지하,B1,5번 출입구,800,M
1127060,승강기)에스컬레이터-양재 5번출구 하행1,3호선,0332,양재,342,20210527,하행,5,지상,1,5번 출입구,지하,B1,5번 출입구,1200,M
1041529,승강기)에스컬레이터-불광(3) 5번출구 상행2,3호선,0312,불광,322,20210527,상행,5,지하,B1,5번 출입구,지상,1,5번 출입구,800,M
1127061,승강기)에스컬레이터-양재 5번출구 상행2,3호선,0332,양재,342,20210527,상행,5,지하,B1,5번 출입구,지상,1,5번 출입구,1200,M
1041548,승강기)에스컬레이터-연신내(3) 2번출구 하행1,3호선,0311,연신내,321,20210527,하행,2,지상,1,2번 출입구,지하,B1,2번 출입구,800,M
1041549,승강기)에스컬레이터-연신내(3) 2번출구 상행2,3호선,0311,연신내,321,20210527,상행,2,지하,B1,2번 출입구,지상,1,2번 출입구,800,M
1041550,승강기)에스컬레이터-연신내(3) 4번출구 하행3,3호선,0311,연신내,321,20210527,하행,4,지상,1,4번 출입구,지하,B1,4번 출입구,800,M
1127068,승강기)에스컬레이터-압구정 1번출구 상행2,3호선,0326,압구정,336,20210527,상행,5,지하,B1,5번 출입구,지상,1,5번 출입구,1200,M
1041551,승강기)에스컬레이터-연신내(3) 4번출구 상행4,3호선,0311,연신내,321,20210527,상행,4,지하,B1,4번 출입구,지상,1,4번 출입구,800,M
1127069,승강기)에스컬레이터-압구정 5번출구 상행3,3호선,0326,압구정,336,20210527,상행,1,지하,B1,1번 출입구,지상,1,1번 출입구,1200,M
1127071,승강기)에스컬레이터-압구정 1번출구 하행1,3호선,0326,압구정,336,20210527,하행,1,지상,1,1번 출입구,지하,B1,1번 출입구,1200,M
1127087,승강기)에스컬레이터-남부터미널 6번출구 하행1,3호선,0331,남부터미널,341,20210527,하행,6,지상,1,6번 출입구,지하,B1,6번 출입구,1200,M
1127088,승강기)에스컬레이터-남부터미널 6번출구 상행2,3호선,0331,남부터미널,341,20210527,상행,6,지하,B1,6번 출입구,지상,1,6번 출입구,1200,M
1129152,승강기)에스컬레이터-경찰병원 1번출구 13호기,3호선,0341,경찰병원,351,20210527,하행,1,지상,1,1번 출입구,지하,B1,1번 출입구,1200,M
1129153,승강기)에스컬레이터-경찰병원 1번출구 14호기,3호선,0341,경찰병원,351,20210527,상행,1,지하,B1,1번 출입구,지상,1,1번 출입구,1200,M
1133710,승강기)에스컬레이터-옥수(3) 4번출구 1호기,3호선,0325,옥수,335,20210527,하행,4,지상,2,4번 출입구,지상,1,4번 출입구,1200,M
1133711,승강기)에스컬레이터-옥수(3) 4번출구 2호기,3호선,0325,옥수,335,20210527,상행,4,지상,1,4번 출입구,지상,2,4번 출입구,1200,M
1134080,승강기)에스컬레이터-금호 2번출구 하행1,3호선,0324,금호,334,20210527,하행,3,지상,1,3번 출입구,지하,B1,3번 출입구,1200,M
1134081,승강기)에스컬레이터-금호 2번출구 상행2,3호선,0324,금호,334,20210527,상행,3,지하,B1,3번 출입구,지상,1,3번 출입구,1200,M
1041638,승강기)에스컬레이터-종로3가(3) 3호선연결통로 1호기,3호선,0319,종로3가,329,20210527,하행,내부,지하,B2,환승통로(을지로3가 방면1-1 안국 방면10-4),지하,B4,환승통로(을지로3가 방면1-1 안국 방면10-4),1200,M
1041639,승강기)에스컬레이터-종로3가(3) 1호선연결통로 2호기,3호선,0319,종로3가,329,20210527,상행,내부,지하,B4,환승통로(을지로3가 방면1-1 안국 방면10-4),지하,B2,환승통로(을지로3가 방면1-1 안국 방면10-4),1200,M
1041640,승강기)에스컬레이터-교대(3) 하행(8-3) 1호기,3호선,0330,교대,340,20210527,하행,내부,지하,B2,"고속터미널 방면3-2, 남부터미널 방면8-3",지하,B3,"고속터미널 방면3-2, 남부터미널 방면8-3",1200,M
1041641,승강기)에스컬레이터-교대(3) 상행(3-2) 2호기,3호선,0330,교대,340,20210527,상행,내부,지하,B3,"고속터미널 방면3-2, 남부터미널 방면8-3",지하,B2,"고속터미널 방면3-2, 남부터미널 방면8-3",1200,M
1135783,승강기)에스컬레이터-대치 4번출구 5호기,3호선,0335,대치,345,20210527,하행,4,지상,1,4번 출입구,지하,B1,4번 출입구,1200,M
1135784,승강기)에스컬레이터-대치 4번출구 6호기,3호선,0335,대치,345,20210527,상행,4,지하,B1,4번 출입구,지상,1,4번 출입구,800,M
1041652,승강기)에스컬레이터-수서 1번출구 1호기,3호선,0339,수서,349,20210527,하행,1,지상,1,1번 출입구,지하,B1,1번 출입구,1200,M
1041653,승강기)에스컬레이터-수서 1번출구 2호기,3호선,0339,수서,349,20210527,상행,1,지하,B1,1번 출입구,지상,1,1번 출입구,1200,S
1830548,승강기)에스컬레이터-오금(3) 내부 3호기,3호선,0342,오금,352,20251209,하행,내부,지하,B1,경찰병원 방면 4-2,지하,B4,경찰병원 방면 4-2,1200,
1830549,승강기)에스컬레이터-오금(3) 내부 4호기,3호선,0342,오금,352,20251209,상행,내부,지하,B4,경찰병원 방면 4-2,지하,B1,경찰병원 방면 4-2,1200,
1830550,승강기)에스컬레이터-오금(3) 내부 7호기,3호선,0342,오금,352,20251209,하행,내부,지하,B1,오금 방면7-3,지하,B4,오금 방면7-3,1200,
1830551,승강기)에스컬레이터-오금(3) 내부 8호기,3호선,0342,오금,352,20251209,상행,내부,지하,B4,오금 방면7-3,지하,B1,오금 방면7-3,1200,
1830552,승강기)에스컬레이터-경찰병원 2번출구 15호기,3호선,0341,경찰병원,351,20251209,하행,2번 출입구,지상,1,2번 출입구,지하,B1,2번 출입구,800,
1830553,승강기)에스컬레이터-경찰병원 2번출구 16호기,3호선,0341,경찰병원,351,20251209,상행,2번 출입구,지하,B1,2번 출입구,지상,1,2번 출입구,800,
1041676,승강기)에스컬레이터-동대입구 6번출구 하행 1,3호선,0322,동대입구,332,20210527,하행,6,지상,1,6번 출입구,지하,B2,6번 출입구,1200,M
1041677,승강기)에스컬레이터-동대입구 6번출구 상행 2,3호선,0322,동대입구,332,20210527,상행,6,지하,B2,6번 출입구,지상,1,6번 출입구,1200,M
1143981,승강기)에스컬레이터-독립문 내부 3호기,3호선,0316,독립문,326,20210527,하행,내부,지하,B2,대합실(5번 출입구),지하,B1,대합실(5번 출입구),1200,M
1143988,승강기)에스컬레이터-금호 3번출구 하행3,3호선,0324,금호,334,20210527,하행,2,지상,1,2번 출입구,지하,B1,2번 출입구,1200,M
1143990,승강기)에스컬레이터-독립문 내부 4호기,3호선,0316,독립문,326,20210527,상행,내부,지하,B1,대합실(5번 출입구),지하,B2,대합실(5번 출입구),1200,M
1779305,승강기)에스컬레이터-압구정 6번출구 상행8,3호선,0326,압구정,336,20220511,상행,6,지하,B1,6번 출입구,지상,1,6번 출입구,,M
1041690,승강기)에스컬레이터-수서 2번출구 3호기,3호선,0339,수서,349,20210527,하행,2,지상,1,2번 출입구,지하,B1,2번 출입구,1200,M
1779306,승강기)에스컬레이터-압구정 6번출구 하행9,3호선,0326,압구정,336,20220511,하행,6,지상,1,6번 출입구,지하,B1,6번 출입구,,M
1041691,승강기)에스컬레이터-수서 2번출구 4호기,3호선,0339,수서,349,20210527,상행,2,지하,B1,2번 출입구,지상,1,2번 출입구,1200,M
1041692,승강기)에스컬레이터-수서 6번출구 5호기,3호선,0339,수서,349,20210527,하행,6,지상,1,6번 출입구,지하,B1,6번 출입구,1200,M
1143996,승강기)에스컬레이터-금호 3번출구 상행4,3호선,0324,금호,334,20210527,상행,2,지하,B1,2번 출입구,지상,1,2번 출입구,1200,M
1041693,승강기)에스컬레이터-수서 6번출구 6호기,3호선,0339,수서,349,20210527,상행,6,지하,B1,6번 출입구,지상,1,6번 출입구,1200,M
1145305,승강기)에스컬레이터-도곡 내부 1호기,3호선,0334,도곡,344,20210527,상행,내부,지하,B2,매봉 방면4-1,지하,B4,매봉 방면4-1,1200,M
1145306,승강기)에스컬레이터-도곡 내부 2호기,3호선,0334,도곡,344,20210527,상행,내부,지하,B4,매봉 방면4-1,지하,B2,매봉 방면4-1,1200,M
1145307,승강기)에스컬레이터-도곡 내부 3호기,3호선,0334,도곡,344,20210527,상행,내부,지하,B2,매봉 방면7-4,지하,B4,매봉 방면7-4,1200,M
1145308,승강기)에스컬레이터-도곡 내부 4호기,3호선,0334,도곡,344,20210527,상행,내부,지하,B4,매봉 방면7-4,지하,B2,매봉 방면7-4,1200,M
1145309,승강기)에스컬레이터-도곡 내부 5호기,3호선,0334,도곡,344,20210527,하행,내부,지하,B2,대치 방면4-1,지하,B4,대치 방면4-1,1200,M
1145310,승강기)에스컬레이터-도곡 내부 6호기,3호선,0334,도곡,344,20210527,하행,내부,지하,B4,대치 방면4-1,지하,B2,대치 방면4-1,1200,M
1779315,승강기)에스컬레이터-구파발역 2번출구 3호기,3호선,0310,구파발,320,20220511,상행,2,지하,B1,2번 출입구,지상,1,2번 출입구,1200형,M
1041700,승강기)에스컬레이터-약수 5번출구 하행1,3호선,0323,약수,333,20210527,하행,5,지상,1,5번 출입구,지하,B1,5번 출입구,800,M
1145311,승강기)에스컬레이터-도곡 내부 7호기,3호선,0334,도곡,344,20210527,하행,내부,지하,B2,대치 방면7-4,지하,B4,대치 방면7-4,1200,M
1779316,승강기)에스컬레이터-구파발역 2번출구 4호기,3호선,0310,구파발,320,20220511,하행,2,지상,1,2번 출입구,지하,B1,2번 출입구,1200형,M
1041701,승강기)에스컬레이터-약수 5번출구 상행2,3호선,0323,약수,333,20210527,상행,5,지하,B1,5번 출입구,지상,1,5번 출입구,800,M
1145312,승강기)에스컬레이터-도곡 내부 8호기,3호선,0334,도곡,344,20210527,하행,내부,지하,B4,대치 방면7-4,지하,B2,대치 방면7-4,1200,M
1145313,승강기)에스컬레이터-대치 내부 1호기,3호선,0335,대치,345,20210527,하행,내부,지하,B2,"도곡 방면1-1, 학여울 방면10-4",지하,B3,"도곡 방면1-1, 학여울 방면10-4",1200,M
1145314,승강기)에스컬레이터-대치 내부 2호기,3호선,0335,대치,345,20210527,상행,내부,지하,B3,"도곡 방면1-1, 학여울 방면10-4",지하,B2,"도곡 방면1-1, 학여울 방면10-4",1200,M
1145315,승강기)에스컬레이터-대치 내부 3호기,3호선,0335,대치,345,20210527,하행,내부,지하,B2,"도곡 방면10-4, 학여울 방면1-1",지하,B3,"도곡 방면10-4, 학여울 방면1-1",1200,M
1145316,승강기)에스컬레이터-대치 내부 4호기,3호선,0335,대치,345,20210527,상행,내부,지하,B3,"도곡 방면10-4, 학여울 방면1-1",지하,B2,"도곡 방면10-4, 학여울 방면1-1",1200,M
1469259,승강기)에스컬레이터-일원 6번출구 5호기,3호선,0338,일원,348,20210527,상행,6,지하,B1,6번 출입구,지상,1,6번 출입구,800,M
1469260,승강기)에스컬레이터-일원 6번출구 6호기,3호선,0338,일원,348,20210527,하행,6,지상,1,6번 출입구,지하,B1,6번 출입구,800,M
1477863,승강기)에스컬레이터-녹번 1번출구 2호기,3호선,0313,녹번,323,20210527,상행,1,지하,B1,1번 출입구,지상,1,1번 출입구,1200,M
1041714,승강기)에스컬레이터-신사 8번출구 하행1,3호선,0327,신사,337,20210527,하행,8,지상,1,8번 출입구,지하,B1,8번 출입구,1200,M
1041715,승강기)에스컬레이터-신사 8번출구 상행2,3호선,0327,신사,337,20210527,상행,8,지하,B1,8번 출입구,지상,1,8번 출입구,1200,M
1477865,승강기)에스컬레이터-녹번 1번출구 1호기,3호선,0313,녹번,323,20210527,하행,1,지상,1,1번 출입구,지하,B1,1번 출입구,1200,M
1146225,승강기)에스컬레이터-안국 5번출구 10호기,3호선,0318,안국,328,20210527,상행,5,지하,B1,5번 출입구,지상,1,5번 출입구,1200,M
1146226,승강기)에스컬레이터-안국 5번출구 9호기,3호선,0318,안국,328,20210527,하행,5,지상,1,5번 출입구,지하,B1,5번 출입구,1200,M
1041720,승강기)에스컬레이터-구파발 3번출구 1호기,3호선,0310,구파발,320,20210527,하행,3,지상,1,3번 출입구,지하,B1,3번 출입구,800,M
1041721,승강기)에스컬레이터-구파발 3번출구 2호기,3호선,0310,구파발,320,20210527,상행,3,지하,B1,3번 출입구,지상,1,3번 출입구,800,M
1041732,승강기)에스컬레이터-을지로3가(3) 내부 1호기,3호선,0320,을지로3가,330,20210527,하행,내부,지하,B3,"종로3가 방면4-2, 충무로 방면7-4",지하,B2,"종로3가 방면4-2, 충무로 방면7-4",1200,M
1041733,승강기)에스컬레이터-을지로3가(3) 내부 2호기,3호선,0320,을지로3가,330,20210527,하행,내부,지하,B3,"충무로 방면4-3, 종로3가 방면7-2",지하,B2,"충무로 방면4-3, 종로3가 방면7-2",1200,M
1041734,승강기)에스컬레이터-고속터미널 내부 7호기,3호선,0329,고속터미널,339,20210527,상행,내부,지하,B2,잠원 방면9-2,지하,B3,잠원 방면9-2,1200,M
1041735,승강기)에스컬레이터-고속터미널 내부 8호기,3호선,0329,고속터미널,339,20210527,상행,내부,지하,B3,잠원 방면9-2,지하,B2,잠원 방면9-2,1200,M
1041736,승강기)에스컬레이터-고속터미널 내부 13호기,3호선,0329,고속터미널,339,20210527,하행,내부,지하,B2,교대 방면7-2,지하,B3,교대 방면7-2,1200,M
1041737,승강기)에스컬레이터-고속터미널 내부 14호기,3호선,0329,고속터미널,339,20210527,하행,내부,지하,B3,교대 방면7-2,지하,B2,교대 방면7-2,1200,M
1151802,승강기)에스컬레이터-학여울 B3(대) 하행1,3호선,0336,학여울,346,20210527,하행,내부,지하,B2,대합실(1번출입구 방면),지하,B3,대합실(1번출입구 방면),1200,M
1151803,승강기)에스컬레이터-학여울 B3(대) 상행2,3호선,0336,학여울,346,20210527,상행,내부,지하,B3,대합실(1번출입구 방면),지하,B2,대합실(1번출입구 방면),1200,M
1151873,승강기)에스컬레이터-동대입구 5번출구 하행 3,3호선,0322,동대입구,332,20210527,하행,5,지상,1,5번 출입구,지하,B1,5번 출입구,1200,M
1151874,승강기)에스컬레이터-동대입구 5번출구 상행 4,3호선,0322,동대입구,332,20210527,상행,5,지하,B1,5번 출입구,지상,1,5번 출입구,1200,M
1781286,승강기)에스컬레이터-옥수(3) 3번출구 3호기,3호선,0325,옥수,335,20220814,상행,3,지상,1,3번 출입구,지상,2,3번 출입구,1200형,M
1781287,승강기)에스컬레이터-옥수(3) 3번출구 4호기,3호선,0325,옥수,335,20220814,하행,3,지상,2,3번 출입구,지상,1,3번 출입구,1200형,M
1061503,승강기)에스컬레이터-고속터미널 내부 3호기,3호선,0329,고속터미널,339,20210527,상행,내부,지하,B3,잠원 방면4-3,지하,B2,잠원 방면4-3,1200,M
1153339,승강기)에스컬레이터-경복궁 3-1번출구 9호기,3호선,0317,경복궁,327,20210527,하행,3-1,지상,1,3-1번 출입구,지하,B1,3-1번 출입구,800,M
1061504,승강기)에스컬레이터-고속터미널 내부 4호기,3호선,0329,고속터미널,339,20210527,상행,내부,지하,B2,잠원 방면4-3,지하,B3,잠원 방면4-3,1200,M
1153340,승강기)에스컬레이터-경복궁 3-1번출구 10호기,3호선,0317,경복궁,327,20210527,상행,3-1,지하,B1,3-1번 출입구,지상,1,3-1번 출입구,800,M
1061505,승강기)에스컬레이터-고속터미널 내부 9호기,3호선,0329,고속터미널,339,20210527,하행,내부,지하,B3,교대 방면2-3,지하,B2,교대 방면2-3,1200,M
1153341,승강기)에스컬레이터-대청 3번출구 하행3,3호선,0337,대청,347,20210527,하행,3,지상,1,3번 출입구,지하,B1,3번 출입구,1200,M
1061506,승강기)에스컬레이터-고속터미널 내부 10호기,3호선,0329,고속터미널,339,20210527,하행,내부,지하,B2,교대 방면2-3,지하,B3,교대 방면2-3,1200,M
1153342,승강기)에스컬레이터-대청 3번출구 상행4,3호선,0337,대청,347,20210527,상행,3,지하,B1,3번 출입구,지상,1,3번 출입구,1200,M
1153433,승강기)에스컬레이터-대청 6번출구 하행1,3호선,0337,대청,347,20210527,하행,6,지상,1,6번 출입구,지하,B1,6번 출입구,800,M
1153434,승강기)에스컬레이터-대청 6번출구 상행2,3호선,0337,대청,347,20210527,상행,6,지하,B1,6번 출입구,지상,1,6번 출입구,800,M
1153435,승강기)에스컬레이터-매봉 4번출구 하행1,3호선,0333,매봉,343,20210527,하행,4,지상,1,4번 출입구,지하,B1,4번 출입구,800,M
1153436,승강기)에스컬레이터-매봉 4번출구 상행2,3호선,0333,매봉,343,20210527,상행,4,지하,B1,4번 출입구,지상,1,4번 출입구,800,M
1784884,승강기)에스컬레이터-대치 8번출구 7호기,3호선,0335,대치,345,20221221,하행,8,지상,1,8번 출입구,지하,B1,8번 출입구,800형,M
1153437,승강기)에스컬레이터-매봉 1번출구 하행3,3호선,0333,매봉,343,20210527,하행,1,지상,1,1번 출입구,지하,B1,1번 출입구,1200,M
1784885,승강기)에스컬레이터-대치 8번출구 8호기,3호선,0335,대치,345,20221221,상행,8,지하,B1,8번 출입구,지상,1,8번 출입구,800형,M
1153438,승강기)에스컬레이터-매봉 1번출구 상행4,3호선,0333,매봉,343,20210527,상행,1,지하,B1,1번 출입구,지상,1,1번 출입구,1200,M
1156458,승강기)에스컬레이터-독립문 3-1번출구 5호기,3호선,0316,독립문,326,20210527,하행,3-1,지상,1,3-1번 출입구,지하,B1,3-1번 출입구,800,M
1123283,승강기)에스컬레이터-안국 내부 1호기,3호선,0318,안국,328,20210527,하행,내부,지하,B3,"종로3가 방면7-2, 경복궁 방면4-3",지하,B4,"종로3가 방면7-2, 경복궁 방면4-3",1200,M
1156459,승강기)에스컬레이터-독립문 3-1번출구 6호기,3호선,0316,독립문,326,20210527,상행,3-1,지하,B1,3-1번 출입구,지상,1,3-1번 출입구,800,M
1123284,승강기)에스컬레이터-안국 내부 2호기,3호선,0318,안국,328,20210527,상행,내부,지하,B4,"경복궁 방면4-3, 종로3가 방면7-2",지하,B3,"경복궁 방면4-3, 종로3가 방면7-2",1200,M
1123285,승강기)에스컬레이터-안국 내부 3호기,3호선,0318,안국,328,20210527,하행,내부,지하,B3,"종로3가 방면4-4, 경복궁 방면7-1",지하,B4,"종로3가 방면4-4, 경복궁 방면7-1",1200,M
1123286,승강기)에스컬레이터-안국 내부 4호기,3호선,0318,안국,328,20210527,상행,내부,지하,B4,"경복궁 방면7-1, 종로3가 방면4-4",지하,B3,"경복궁 방면7-1, 종로3가 방면4-4",1200,M
1123287,승강기)에스컬레이터-안국 내부 5호기,3호선,0318,안국,328,20210527,하행,내부,지하,B2,대합실(5-1번 출입구),지하,B3,대합실(5-1번 출입구),1200,M
1123288,승강기)에스컬레이터-안국 내부 6호기,3호선,0318,안국,328,20210527,상행,내부,지하,B3,대합실(5-1번 출입구),지하,B2,대합실(5-1번 출입구),1200,M
1123289,승강기)에스컬레이터-안국 내부 7호기,3호선,0318,안국,328,20210527,하행,내부,지하,B2,"대합실(2,3,4,5번 출입구)",지하,B3,"대합실(2,3,4,5번 출입구)",1200,M
1123290,승강기)에스컬레이터-안국 내부 8호기,3호선,0318,안국,328,20210527,상행,내부,지하,B3,"대합실(2,3,4,5번 출입구)",지하,B2,"대합실(2,3,4,5번 출입구)",1200,M
1123291,"승강기)에스컬레이터-종로3가(3) 3,5연결통로 3호기",3호선,0319,종로3가,329,20210527,하행,내부,지하,B1,환승통로(5호선 방면),지하,B3,환승통로(5호선 방면),1200,M
1123292,"승강기)에스컬레이터-종로3가(3) 3,5연결통로 4호기",3호선,0319,종로3가,329,20210527,상행,내부,지하,B3,환승통로(5호선 방면),지하,B1,환승통로(5호선 방면),1200,M
1123293,승강기)에스컬레이터-고속터미널 내부 1호기,3호선,0329,고속터미널,339,20210527,상행,내부,지하,B2,잠원 방면2-3,지하,B3,잠원 방면2-3,1200,M
1567027,승강기)에스컬레이터-압구정 3번출구 상행4,3호선,0326,압구정,336,20210527,하행,3,지상,1,3번 출입구,지하,B1,3번 출입구,1200,M
1123294,승강기)에스컬레이터-고속터미널 내부 2호기,3호선,0329,고속터미널,339,20210527,상행,내부,지하,B3,잠원 방면2-3,지하,B2,잠원 방면2-3,1200,M
1567028,승강기)에스컬레이터-압구정 3번출구 하행5,3호선,0326,압구정,336,20210527,상행,3,지하,B2,3번 출입구,지하,B1,3번 출입구,1200,M
1123295,승강기)에스컬레이터-고속터미널 내부 5호기,3호선,0329,고속터미널,339,20210527,상행,내부,지하,B2,잠원 방면7-2,지하,B3,잠원 방면7-2,1200,M
1567029,승강기)에스컬레이터-압구정 3번 출입구 6호기,3호선,0326,압구정,336,20210527,하행,3,지상,1,3번 출입구,지하,BM1,3번 출입구,1200,M
1123296,승강기)에스컬레이터-고속터미널 내부 6호기,3호선,0329,고속터미널,339,20210527,상행,내부,지하,B3,잠원 방면7-2,지하,B2,잠원 방면7-2,1200,M
1567030,승강기)에스컬레이터-압구정 3번 출입구 7호기,3호선,0326,압구정,336,20210527,상행,3,지하,BM1,3번 출입구,지상,1,3번 출입구,1200,M
1123297,승강기)에스컬레이터-고속터미널 내부 11호기,3호선,0329,고속터미널,339,20210527,하행,내부,지하,B2,교대 방면4-3,지하,B3,교대 방면4-3,1200,M
1123298,승강기)에스컬레이터-고속터미널 내부 12호기,3호선,0329,고속터미널,339,20210527,하행,내부,지하,B3,교대 방면4-3,지하,B2,교대 방면4-3,1200,M
1123299,승강기)에스컬레이터-고속터미널 내부 15호기,3호선,0329,고속터미널,339,20210527,하행,내부,지하,B2,교대 방면9-2,지하,B3,교대 방면9-2,1200,M
1123300,승강기)에스컬레이터-고속터미널 내부 16호기,3호선,0329,고속터미널,339,20210527,하행,내부,지하,B3,교대 방면9-2,지하,B2,교대 방면9-2,1200,M
1123310,승강기)에스컬레이터-종로3가(3) 3호선연결통 5호기,3호선,0319,종로3가,329,20210527,하행,내부,지하,B1,환승통로(안국 방면9-1 을지로3가 방면2-4),지하,B3,환승통로(안국 방면9-1 을지로3가 방면2-4),1200,M
1123311,승강기)에스컬레이터-종로3가(3) 2-1출구 6호기,3호선,0319,종로3가,329,20210527,상행,내부,지하,B3,환승통로(3호선 방면),지하,B1,환승통로(3호선 방면),1200,S
1126369,승강기)에스컬레이터-가락시장(3) 내부 1호기,3호선,0340,가락시장,350,20210527,상행,내부,지하,B2,수서 방면4-4,지하,B4,수서 방면4-4,1200,M
1126370,승강기)에스컬레이터-가락시장(3) 내부 2호기,3호선,0340,가락시장,350,20210527,상행,내부,지하,B4,수서 방면4-4,지하,B2,수서 방면4-4,1200,M
1126371,승강기)에스컬레이터-가락시장(3) 내부 3호기,3호선,0340,가락시장,350,20210527,상행,내부,지하,B2,수서 방면6-3,지하,B4,수서 방면6-3,1200,M
1126372,승강기)에스컬레이터-가락시장(3) 내부 4호기,3호선,0340,가락시장,350,20210527,상행,내부,지하,B4,수서 방면6-3,지하,B2,수서 방면6-3,1200,M
1126373,승강기)에스컬레이터-가락시장(3) 내부 5호기,3호선,0340,가락시장,350,20210527,상행,내부,지하,B3,수서 방면8-3,지하,B4,수서 방면8-3,1200,S
1126374,승강기)에스컬레이터-가락시장(3) 내부 6호기,3호선,0340,가락시장,350,20210527,상행,내부,지하,B4,수서 방면8-3,지하,B3,수서 방면8-3,1200,S
1126375,승강기)에스컬레이터-가락시장(3) 내부 7호기,3호선,0340,가락시장,350,20210527,상행,내부,지하,B4,수서 방면10-1,지하,B3,수서 방면10-1,1200,M
1126376,승강기)에스컬레이터-가락시장(3) 내부 8호기,3호선,0340,가락시장,350,20210527,하행,내부,지하,B4,경찰병원 방면2-1,지하,B3,경찰병원 방면2-1,1200,M
1798402,승강기)에스컬레이터-금호 4번 출입구 하행 5호기,3호선,0324,금호,334,20231103,하행,4,지상,1,4번 출입구,지하,B1,4번 출입구,1200형,M
1126377,승강기)에스컬레이터-가락시장(3) 내부 9호기,3호선,0340,가락시장,350,20210527,하행,내부,지하,B3,경찰병원 방면3-2,지하,B4,경찰병원 방면3-2,1200,M
1798403,승강기)에스컬레이터-금호 4번 출입구 상행 6호기,3호선,0324,금호,334,20231103,상행,4,지하,B1,4번 출입구,지상,1,4번 출입구,1200형,M
1126378,승강기)에스컬레이터-가락시장(3) 내부 10호기,3호선,0340,가락시장,350,20210527,하행,내부,지하,B4,경찰병원 방면3-2,지하,B3,경찰병원 방면3-2,1200,M
1798404,승강기)에스컬레이터-독립문 4번 출입구 7호기,3호선,0316,독립문,326,20231103,하행,4,지상,1,4번 출입구,지하,B1,4번 출입구,800형,M
1126379,승강기)에스컬레이터-가락시장(3) 내부 11호기,3호선,0340,가락시장,350,20210527,하행,내부,지하,B2,경찰병원 방면5-2,지하,B4,경찰병원 방면5-2,1200,M
1798405,승강기)에스컬레이터-독립문 4번 출입구 8호기,3호선,0316,독립문,326,20231103,상행,4,지하,B1,4번 출입구,지상,1,4번 출입구,800형,M
1126380,승강기)에스컬레이터-가락시장(3) 내부 12호기,3호선,0340,가락시장,350,20210527,하행,내부,지하,B4,경찰병원 방면5-2,지하,B2,경찰병원 방면5-2,1200,M
1126381,승강기)에스컬레이터-가락시장(3) 내부 13호기,3호선,0340,가락시장,350,20210527,하행,내부,지하,B2,경찰병원 방면7-1,지하,B4,경찰병원 방면7-1,1200,M
1126382,승강기)에스컬레이터-가락시장(3) 내부 14호기,3호선,0340,가락시장,350,20210527,하행,내부,지하,B4,경찰병원 방면7-1,지하,B2,경찰병원 방면7-1,1200,M
1202851,승강기)에스컬레이터-수서 내부 7호기,3호선,0339,수서,349,20210527,하행,내부,지하,B1,일원 방면9-3,지하,B2,일원 방면9-3,1200,M
